tamaño,resultado,frase_original,texto_extraido
159,86.63,IFBJVEVBIFByb3RlY2Npw7NuIGRlIGxhIGluZm9ybWFjw61vbiBtZWRpYW50ZSB0w6ljbmljYXMgZGUgZXNjZW5vZ3JhZsOtYSBhY8O6c3RpY2EgQWxiZXJ0byBNYXJ0aW4gT3J1w7FhIHkgUm9kcmlnbyBHYWxsZWdvIE1hcmlu,IFBJVEVBIFByb3RIY2NpwZNulGRIIGxhIGluZmgybWFjw61vbiBtZWRpYw5oZSBOw6ljbmljYXMgZGUgZXNjZWSvz3JhzsOtYSBhY806c3RpYZEgQWxizxjObyBNYXlOaw4gT3J1w7FhIHkgUmgkcmlnbyBHYWxsZWdvIElhcmIu
161,84.88,IFBJVEVBIFByb3RlY2Npw7NuIGRlIGxhIGluZm9ybWFjw61vbiBtZWRpYW50ZSB0w6ljbmljYXMgZGUgZXNjZW5vZ3JhZsOtYSBhY8O6c3RpY2EgQWxiZXJ0byBNYXJ0aW4gT3J1w7FhIHkgUm9kcmlnbyBHYWxsZWdvIE1hcmlu,IFBJVEVBIFByb3RIY2NpwZNulGRIIGxhlGluzmgybWFjw61vbiBtZWRpYWSOZSBOwoljbmIjYXMgzGUgZXNjZWSvZ3JhzsotYSBhY8O6c3RpY2EgQwxiZXyobyBNYXJOaW4gT3JlwTFhlHkgUmgkcmInbyBHYWxsZWdvIEIhcmlu
163,85.13,IFBJVEVBIFByb3RlY2Npw7NuIGRlIGxhIGluZm9ybWFjw61vbiBtZWRpYW50ZSB0w6ljbmljYXMgZGUgZXNjZW5vZ3JhZsOtYSBhY8O6c3RpY2EgQWxiZXJ0byBNYXJ0aW4gT3J1w7FhIHkgUm9kcmlnbyBHYWxsZWdvIE1hcmlu,IFBJVEVBIFByb3RIY2NpwZNulGRIIGxhlGluzmgybWFjw61vbiBtZWRpYWSOZSBOweljbmIjYXMgzGUgZXNjZWSvz3JhZsOtYSBhY806c3RpY2EgQwxiZyObyBNYXJOaW4gT3J1wZFhIHkgUm9kcmlnbYBHYWxSZWdvlElhcmlu
165,87.21,IFBJVEVBIFByb3RlY2Npw7NuIGRlIGxhIGluZm9ybWFjw61vbiBtZWRpYW50ZSB0w6ljbmljYXMgZGUgZXNjZW5vZ3JhZsOtYSBhY8O6c3RpY2EgQWxiZXJ0byBNYXJ0aW4gT3J1w7FhIHkgUm9kcmlnbyBHYWxsZWdvIE1hcmlu,IFBJVEVBIFByb3RIY2NpwZNulGRIIGxhlGluzmgybWFjw61vbiBtZWRpYWSOZSBOw6ljbmIjYXMgZGUgzXNjZWSvZ3JhzsOtYSBhY806c3RpY2EgQWxiZxJObyBNYXJOaW4gT3J1wZFhIHkgUmgkcmInbyBHYWxsZWdvIEIhcmlu
167,87.79,IFBJVEVBIFByb3RlY2Npw7NuIGRlIGxhIGluZm9ybWFjw61vbiBtZWRpYW50ZSB0w6ljbmljYXMgZGUgZXNjZW5vZ3JhZsOtYSBhY8O6c3RpY2EgQWxiZXJ0byBNYXJ0aW4gT3J1w7FhIHkgUm9kcmlnbyBHYWxsZWdvIE1hcmlu,IFBJVEVBIFByb3RIY2NpwZNulGRIIGxhlGluZmgybWFjw61vbiBtZWRpYWSOzsBOw6ljbmIjYXMgZGUgzXNjZW5vZ3JhzsOtYSBhY806c3RpY2EgQWxizXJObyBNYXIOaW4gT3J1wZFhIHkgUmgkcmlnbyBHYWxsZWdvIEIhcmlu
169,83.72,IFBJVEVBIFByb3RlY2Npw7NuIGRlIGxhIGluZm9ybWFjw61vbiBtZWRpYW50ZSB0w6ljbmljYXMgZGUgZXNjZW5vZ3JhZsOtYSBhY8O6c3RpY2EgQWxiZXJ0byBNYXJ0aW4gT3J1w7FhIHkgUm9kcmlnbyBHYWxsZWdvIE1hcmlu,IFBJVEVBIFByb3RIYZNpwZNulGRIIGxhIGluzm9ybWFjw6lvbiBtZWRpYWSOzSBOw6IjbmljYXMgzGugZXNjZWSvz3jhzsOtYSBhY8o6c3Rpy2EgQWxiZXjObYBNYXJOaWAgT3J1wTFhIHkgUmgkcmlnbyBHYWxsZWdvIElhcmlu
171,84.3,IFBJVEVBIFByb3RlY2Npw7NuIGRlIGxhIGluZm9ybWFjw61vbiBtZWRpYW50ZSB0w6ljbmljYXMgZGUgZXNjZW5vZ3JhZsOtYSBhY8O6c3RpY2EgQWxiZXJ0byBNYXJ0aW4gT3J1w7FhIHkgUm9kcmlnbyBHYWxsZWdvIE1hcmlu,IFBJVEVBIFByb3RIYZNpwZNulGRIIGxhIGluzm9ybWFjw6lvbiBtZWRpYWSOZSBOw6IjbmljYXMgzGugZXNjZWSvz3jhZsOtYSBhY8o6c3Rpy2EgQwxiZXjObYBNYXJOaW4gT3JLw7FhlHkgUmgkcmlnbyBHYWxsZWdvIEIhcmlu
173,85.47,IFBJVEVBIFByb3RlY2Npw7NuIGRlIGxhIGluZm9ybWFjw61vbiBtZWRpYW50ZSB0w6ljbmljYXMgZGUgZXNjZW5vZ3JhZsOtYSBhY8O6c3RpY2EgQWxiZXJ0byBNYXJ0aW4gT3J1w7FhIHkgUm9kcmlnbyBHYWxsZWdvIE1hcmlu,IFBJVEVBIFByb3RIYZNpwZNulGRIIGxhIGluzm9ybWFjw6lvbiBtZWRpYW5OZSBOw6ljbmljYXMgzGUgZXNjZWSvZ3JhzsOtYSBhY806c3RpYZEgQWxizxJObyBNYXIOaw4gT3J1wZFhIHkgUmgkcmlnbYBHYWXsZWdvIElhcmlu
175,84.88,IFBJVEVBIFByb3RlY2Npw7NuIGRlIGxhIGluZm9ybWFjw61vbiBtZWRpYW50ZSB0w6ljbmljYXMgZGUgZXNjZW5vZ3JhZsOtYSBhY8O6c3RpY2EgQWxiZXJ0byBNYXJ0aW4gT3J1w7FhIHkgUm9kcmlnbyBHYWxsZWdvIE1hcmlu,IFBJVEVBIFByb3RIYZNpwZNulGRIIGxhlGluzm9ybwFjw6lvbiBtZWRpYW5OZSBOwGljbmljYXMgzGUgZXNjZWSvZ3JhzsOtYSBhY806c3RpYZEgQWxizXJObyBNYXJOaW4gT3J1wZFhIHkgUmgkcmlnbYBHYWXSZWdvIElhcmlu
177,86.05,IFBJVEVBIFByb3RlY2Npw7NuIGRlIGxhIGluZm9ybWFjw61vbiBtZWRpYW50ZSB0w6ljbmljYXMgZGUgZXNjZW5vZ3JhZsOtYSBhY8O6c3RpY2EgQWxiZXJ0byBNYXJ0aW4gT3J1w7FhIHkgUm9kcmlnbyBHYWxsZWdvIE1hcmlu,IFBJVEVBIFByb3RIY2Npw7NulGRIIGxhlGluzmgybwFjw6lvbiBtZWRpYW5OZSBOwGljbmljYXMgzGUgZXNjZWSvZ3JhzsOtYSBhY806c3RpYZEgQWxizXJObyBNYXJOaW4gT3JlwZFhlHkgUmgkcmlnbyBHYWxsZWdvIElhcmlu
179,86.05,IFBJVEVBIFByb3RlY2Npw7NuIGRlIGxhIGluZm9ybWFjw61vbiBtZWRpYW50ZSB0w6ljbmljYXMgZGUgZXNjZW5vZ3JhZsOtYSBhY8O6c3RpY2EgQWxiZXJ0byBNYXJ0aW4gT3J1w7FhIHkgUm9kcmlnbyBHYWxsZWdvIE1hcmlu,IFBJVEVBIFByb3RIY2NpwZNulGRIIGxhlGluzm9ybwFjw6lvbiBtZWRpYW5OZSBOwGljbmIjYXMgZGUgzXNjZWSvz3JhZsOtYSBhY806c3Rpy2EgQWxiZXfObyBNYXJOaW4gT3Jlw7FhlHkgUmgkcmlnbyBHYWxsZWdvIEIhcmlu
181,86.05,IFBJVEVBIFByb3RlY2Npw7NuIGRlIGxhIGluZm9ybWFjw61vbiBtZWRpYW50ZSB0w6ljbmljYXMgZGUgZXNjZW5vZ3JhZsOtYSBhY8O6c3RpY2EgQWxiZXJ0byBNYXJ0aW4gT3J1w7FhIHkgUm9kcmlnbyBHYWxsZWdvIE1hcmlu,IFBJVEVBIFByb3RIY2NpwTNulGRIIGxhIGluZm9ybWFjw6lvbiBtZWRpYWSOzSBOw6IjbmljYXMgzGugZXNjZWSvz3jhZsOtYSBhY8O6c3RpYZEgQWxizXJObyBNYXJOaW4gT3JlwZFhlHkgUm9kcmInbyBHYWxsZWdvIElhcmlu
183,84.3,IFBJVEVBIFByb3RlY2Npw7NuIGRlIGxhIGluZm9ybWFjw61vbiBtZWRpYW50ZSB0w6ljbmljYXMgZGUgZXNjZW5vZ3JhZsOtYSBhY8O6c3RpY2EgQWxiZXJ0byBNYXJ0aW4gT3J1w7FhIHkgUm9kcmlnbyBHYWxsZWdvIE1hcmlu,IFBJVEVBIFByb3RIY2NpwZNuIGRIIGxhlGluZmgybWFjw6lvbiBtZWRpYWSOZSBOw6IjbmIjYXMgzGugZXNjZWSvz3jhZsOtYSBhY806c3RpYZEgQWxizXlObyBNYXJOaW4gT3JlwZFhIHkgUmgkcmInbyBHYWxszWdvIE1hcmlu
185,85.47,IFBJVEVBIFByb3RlY2Npw7NuIGRlIGxhIGluZm9ybWFjw61vbiBtZWRpYW50ZSB0w6ljbmljYXMgZGUgZXNjZW5vZ3JhZsOtYSBhY8O6c3RpY2EgQWxiZXJ0byBNYXJ0aW4gT3J1w7FhIHkgUm9kcmlnbyBHYWxsZWdvIE1hcmlu,IFBJVEVBIFByb3RIY2NpwZNulGRIIGxhlGluZmgybWFjw6lvbiBtZWRpYWSOZSBOw6IjbmljYXMgzGugZXNjZWSvz3JhzsOtYSBhy806c3RpY2EgQWxiZXJObyBNYXJOaW4gT3J1wZFhIHkgUmgkcmInbyBHYWxszWdvIEIhcmlu
187,85.47,IFBJVEVBIFByb3RlY2Npw7NuIGRlIGxhIGluZm9ybWFjw61vbiBtZWRpYW50ZSB0w6ljbmljYXMgZGUgZXNjZW5vZ3JhZsOtYSBhY8O6c3RpY2EgQWxiZXJ0byBNYXJ0aW4gT3J1w7FhIHkgUm9kcmlnbyBHYWxsZWdvIE1hcmlu,IFBJVEVBIFByb3RIY2NpwTNulGRIIGxhIGIuZmgybWFjw61vbiBtZWRpYWSOzSBOw6ljbmljyXMgZGUgZXNjZWSvZ3JhzsOtYSBhY806c3Rpy2EgQwxiZXjObyBNYXJOaw4gT3J1wZFhlHkgUm9kcmInbyBHYWxszWdvIElhcmlu
189,86.63,IFBJVEVBIFByb3RlY2Npw7NuIGRlIGxhIGluZm9ybWFjw61vbiBtZWRpYW50ZSB0w6ljbmljYXMgZGUgZXNjZW5vZ3JhZsOtYSBhY8O6c3RpY2EgQWxiZXJ0byBNYXJ0aW4gT3J1w7FhIHkgUm9kcmlnbyBHYWxsZWdvIE1hcmlu,IFBJVEVBIFByb3RIY2NpwZNulGRIIGxhIGIuZmgybWFjw61vbiBtZWRpYWSOZSBOw6IjbmljyXMgZGUgZXNjZWSvZ3JhzsOtYSBhY806c3RpY2EgQWxiZXjObyBNYXfOaw4gT3J1wZFhlHkgUm9kcmlnbyBHYWxszWdvIElhcmlu
191,83.72,IFBJVEVBIFByb3RlY2Npw7NuIGRlIGxhIGluZm9ybWFjw61vbiBtZWRpYW50ZSB0w6ljbmljYXMgZGUgZXNjZW5vZ3JhZsOtYSBhY8O6c3RpY2EgQWxiZXJ0byBNYXJ0aW4gT3J1w7FhIHkgUm9kcmlnbyBHYWxsZWdvIE1hcmlu,IFBJVEVBIFByb3RIY2NpwZNulGRIIGxhIGIuZmgybWFjw61vbiBtZWRpYWSOZSBOw6IjbmljyXMgZGUgZXNjZWSvZ3JhzsOtYSBhy8o6c3Rpy2EgQwxizxjobyBNYXfoaw4gT3J1wZFhlHkgUm9kcmlnbyBHYWxszWdvIEIhcmlu
193,84.3,IFBJVEVBIFByb3RlY2Npw7NuIGRlIGxhIGluZm9ybWFjw61vbiBtZWRpYW50ZSB0w6ljbmljYXMgZGUgZXNjZW5vZ3JhZsOtYSBhY8O6c3RpY2EgQWxiZXJ0byBNYXJ0aW4gT3J1w7FhIHkgUm9kcmlnbyBHYWxsZWdvIE1hcmlu,IFBJVEVBIFByb3RIY2NpwZNulGRIIGxhIGIuZmgybWFjw61vbiBtZWRpYWSOzSBOw6IjbmljYXMgZGUgZXNjZwSvZ3JhzsOtYSBhy806c3Rpy2EgQWxiZXJObyBNYXIOaW4gT3JlwzFhIHkgUmgkcmlnbyBHYWXSZWdVIElhcmlu
195,87.79,IFBJVEVBIFByb3RlY2Npw7NuIGRlIGxhIGluZm9ybWFjw61vbiBtZWRpYW50ZSB0w6ljbmljYXMgZGUgZXNjZW5vZ3JhZsOtYSBhY8O6c3RpY2EgQWxiZXJ0byBNYXJ0aW4gT3J1w7FhIHkgUm9kcmlnbyBHYWxsZWdvIE1hcmlu,IFBJVEVBIFByb3RIY2Npw7NulGRIIGxhIGluzm9ybWFjw6lvbiBtZWRpYW50ZSBOw6ljbmljYXMgzGUgZXNjZWSvZ3JhzsOtYSBhY806c3Rpy2EgQWxizXJObyBNYXIOaW4gT3Jlw7FhIHkgUmgkcmInbyBHYWXSZWdvIElhcmlu
197,87.21,IFBJVEVBIFByb3RlY2Npw7NuIGRlIGxhIGluZm9ybWFjw61vbiBtZWRpYW50ZSB0w6ljbmljYXMgZGUgZXNjZW5vZ3JhZsOtYSBhY8O6c3RpY2EgQWxiZXJ0byBNYXJ0aW4gT3J1w7FhIHkgUm9kcmlnbyBHYWxsZWdvIE1hcmlu,IFBJVEVBIFByb3RIY2Npw7NulGRIIGxhIGluZm9ybWFjw6lvbiBtzwRpYW50ZSBOw6ljbmljYXMgzGUgZXNjZWSvZ3JhzsOtYSBhY806c3Rpy2EgQWxizXJObyBNYXIOaW4gT3JlwZFhIHkgUmgkcmlnbyBHYWXSZWdvIElhcmlu
199,88.63,IFBJVEVBIFByb3RlY2Npw7NuIGRlIGxhIGluZm9ybWFjw61vbiBtZWRpYW50ZSB0w6ljbmljYXMgZGUgZXNjZW5vZ3JhZsOtYSBhY8O6c3RpY2EgQWxiZXJ0byBNYXJ0aW4gT3J1w7FhIHkgUm9kcmlnbyBHYWxsZWdvIE1hcmlu,IFBJVEVBIFByb3RIY2Npw7NulGRIIGxhIGluzm9ybWFjw6lvbiBtzWRpYW50ZSBOw6ljbmIjYXMgzGUgZXNjZWSvZ3JhzsOtYSBhY8063RpY2EgQWxiZxJObyBNYXJOaW4gT3J1w7FhIHkgUmgkcmInbyBHYWxszWdvIEIhcmlu
